,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
242,CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,small car,6,18.0,26.0,21.0,6,no
243,CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17.0,24.0,19.0,5,no
244,CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
245,CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
246,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7,21.0,30.0,24.0,7,yes
247,DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15.0,24.0,18.0,5,no
248,DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16.0,26.0,19.0,5,no
249,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,30.0,24.0,7,yes
250,DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
251,DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,midsize car,7,21.0,24.0,22.0,6,yes
252,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,7,21.0,25.0,23.0,7,yes
253,DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,midsize car,6,23.0,27.0,24.0,7,yes
254,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,6,21.0,25.0,23.0,7,yes
255,DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17.0,24.0,19.0,5,no
256,DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
257,DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
258,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6,13.0,18.0,15.0,3,no
259,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15.0,22.0,18.0,5,no
260,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
261,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
262,DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
263,DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
264,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
265,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,7,14.0,18.0,15.0,3,no
266,DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
267,DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
268,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
269,DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,pickup,6,16.0,20.0,18.0,5,no
270,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
271,DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,pickup,6,15.0,19.0,16.0,4,no
272,DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,14.0,19.0,16.0,4,no
273,DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14.0,19.0,15.0,3,no
274,DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,13.0,17.0,15.0,3,no
275,DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
276,DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
277,DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
278,DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
279,DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
280,DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,26.0,21.0,6,no
281,DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
282,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
283,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
284,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
285,DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,SUV,6,16.0,22.0,19.0,5,no
286,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
287,DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
288,DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16.0,21.0,18.0,5,no
289,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,16.0,4,no
290,DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,13.0,18.0,15.0,3,no
291,DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,13.0,17.0,15.0,3,no
292,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
293,DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,pickup,6,16.0,19.0,17.0,4,no
294,DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
295,DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,pickup,6,12.0,16.0,14.0,2,no
296,DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,pickup,6,13.0,19.0,15.0,3,no
297,DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
298,DODGE Viper,8.4,10,Man-6,2WD,Gasoline,small car,6,13.0,22.0,16.0,4,no
299,DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,small car,6,13.0,22.0,16.0,4,no
300,FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,small car,6,11.0,15.0,12.0,0,no
301,FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,small car,6,11.0,15.0,12.0,0,no
302,FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,midsize car,6,9.0,16.0,11.0,0,no
303,FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,midsize car,6,10.0,15.0,12.0,0,no
304,FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16.0,24.0,19.0,5,no
305,FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
306,FORD Escape,2.3,4,Man-5,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
307,FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20.0,26.0,22.0,6,no
308,FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
309,FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
310,FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,22.0,19.0,5,no
311,FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9,yes
312,FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8,yes
313,FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
314,FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7,14.0,20.0,16.0,4,no
315,FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
316,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13.0,20.0,16.0,4,no
317,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13.0,20.0,16.0,4,no
318,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
319,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
320,FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,pickup,7,14.0,20.0,16.0,4,no
321,FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
322,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13.0,20.0,16.0,4,no
323,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13.0,20.0,16.0,4,no
324,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
325,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
326,FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
327,FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
328,FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
329,FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6,14.0,20.0,16.0,4,no
330,FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
331,FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
332,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
333,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
334,FORD Focus,2.0,4,Auto-L4,2WD,Gasoline,small car,9.5,24.0,33.0,28.0,8,yes
335,FORD Focus,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24.0,35.0,28.0,8,yes
336,FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,midsize car,9.5,20.0,28.0,23.0,7,yes
337,FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
338,FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,midsize car,7,18.0,26.0,21.0,6,yes
339,FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,small car,7,16.0,24.0,19.0,5,no
340,FORD Mustang,4.0,6,Man-5,2WD,Gasoline,small car,7,17.0,26.0,20.0,6,yes
341,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,15.0,22.0,18.0,5,no
342,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15.0,23.0,18.0,5,no
343,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,6,15.0,22.0,18.0,5,no
344,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,6,15.0,23.0,18.0,5,no
345,FORD Mustang,5.4,8,Man-6,2WD,Gasoline,small car,6,14.0,20.0,16.0,4,no
346,FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,pickup,7,19.0,24.0,21.0,6,yes
347,FORD Ranger,2.3,4,Man-5,2WD,Gasoline,pickup,7,21.0,26.0,23.0,7,yes
348,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
349,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7,16.0,22.0,18.0,5,no
350,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
351,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7,16.0,22.0,18.0,5,no
352,FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,pickup,7,14.0,19.0,16.0,4,no
353,FORD Ranger,3.0,6,Man-5,4WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
354,FORD Ranger,4.0,6,Man-5,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
355,FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
356,FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,14.0,17.0,15.0,3,no
357,FORD Ranger,4.0,6,Man-5,4WD,Gasoline,pickup,6,15.0,19.0,16.0,4,no
358,FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17.0,24.0,19.0,5,no
359,FORD Taurus,3.5,6,Auto-L6,2WD,Gasoline,large car,9.5,18.0,28.0,22.0,6,yes
360,FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,SUV,9.5,16.0,24.0,19.0,5,no
361,FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,SUV,9.5,15.0,22.0,18.0,5,no
362,GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
363,GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
364,GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14.0,20.0,17.0,4,no
365,GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13.0,19.0,16.0,4,no
366,GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
367,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
368,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
369,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
370,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
371,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
372,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
373,GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
374,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
375,GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
376,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
377,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
378,GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
379,GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
380,GMC Sierra 15,6.0,8,Auto-L4,2WD,Gasoline,pickup,6,13.0,18.0,15.0,3,no
381,GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,pickup,6,12.0,19.0,15.0,3,no
382,GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,pickup,6,12.0,18.0,14.0,2,no
383,GMC Yukon 1500,6.0,8,Auto-L4,2WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
384,GMC Yukon 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
385,GMC Yukon 1500,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
386,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6,21.0,22.0,21.0,6,no
387,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6,20.0,20.0,20.0,6,no
388,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,9.5,21.0,31.0,24.0,7,yes
389,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,9.5,21.0,30.0,24.0,7,yes
390,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,9.5,19.0,29.0,22.0,6,yes
391,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,9.5,19.0,28.0,22.0,6,yes
392,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,7,21.0,31.0,24.0,7,yes
393,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,large car,7,22.0,31.0,25.0,7,yes
394,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,7,21.0,30.0,24.0,7,yes
395,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,small car,7,22.0,31.0,25.0,7,yes
396,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,7,19.0,29.0,22.0,6,yes
397,HONDA Accord,3.5,6,Man-6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
398,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
399,HONDA CR-V,2.4,4,Auto-L5,2WD,Gasoline,SUV,7,20.0,27.0,23.0,7,yes
400,HONDA CR-V,2.4,4,Auto-L5,4WD,Gasoline,SUV,7,20.0,26.0,22.0,6,yes
401,HONDA Civic,1.8,4,Auto-L5,2WD,CNG,small car,9.5,24.0,36.0,28.0,9,yes
402,HONDA Civic,1.8,4,Auto-L5,2WD,Gasoline,small car,7,25.0,36.0,29.0,8,yes
403,HONDA Civic,1.8,4,Man-5,2WD,Gasoline,small car,7,26.0,34.0,29.0,8,yes
404,HONDA Civic,2.0,4,Man-6,2WD,Gasoline,small car,6,21.0,29.0,24.0,7,yes
405,HONDA Civic Hybrid,1.3,4,Auto-AV,2WD,Gasoline,small car,9.5,40.0,45.0,42.0,10,yes
406,HONDA Element,2.4,4,Man-5,2WD,Gasoline,SUV,6,18.0,23.0,20.0,6,no
407,HONDA Element,2.4,4,Auto-L5,2WD,Gasoline,SUV,6,20.0,25.0,22.0,6,no
408,HONDA Element,2.4,4,Man-5,4WD,Gasoline,SUV,6,18.0,23.0,20.0,6,no
409,HONDA Element,2.4,4,Auto-L5,4WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
410,HONDA Fit,1.5,4,Auto-S5,2WD,Gasoline,station wagon,6,27.0,33.0,29.0,8,yes
411,HONDA Fit,1.5,4,Auto-L5,2WD,Gasoline,station wagon,6,27.0,34.0,30.0,8,yes
412,HONDA Fit,1.5,4,Man-5,2WD,Gasoline,station wagon,6,28.0,34.0,31.0,9,yes
413,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
414,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17.0,25.0,20.0,6,no
415,HONDA Pilot,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
416,HONDA Pilot,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
417,HONDA Ridgeline,3.5,6,Auto-L5,4WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
418,HONDA S2000,2.2,4,Man-6,2WD,Gasoline,small car,6,18.0,25.0,21.0,6,no
419,HUMMER H3,3.7,5,Man-5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
420,HUMMER H3,3.7,5,Auto-L4,4WD,Gasoline,SUV,6,14.0,18.0,15.0,3,no
421,HYUNDAI Accent,1.6,4,Auto-L4,2WD,Gasoline,small car,7,24.0,33.0,28.0,8,yes
422,HYUNDAI Accent,1.6,4,Man-5,2WD,Gasoline,small car,7,27.0,32.0,29.0,8,yes
423,HYUNDAI Azera,3.3,6,Auto-L5,2WD,Gasoline,large car,7,18.0,26.0,21.0,6,yes
424,HYUNDAI Azera,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17.0,26.0,20.0,6,yes
425,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,25.0,33.0,28.0,8,yes
426,HYUNDAI Elantra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,24.0,33.0,27.0,8,yes
427,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,25.0,33.0,28.0,8,yes
428,HYUNDAI Entourage,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
429,HYUNDAI Santa Fe,2.7,6,Man-5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
430,HYUNDAI Santa Fe,2.7,6,Auto-L4,2WD,Gasoline,SUV,7,18.0,24.0,20.0,6,yes
431,HYUNDAI Santa Fe,2.7,6,Auto-L4,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
432,HYUNDAI Santa Fe,2.7,6,Man-5,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
433,HYUNDAI Santa Fe,3.3,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
434,HYUNDAI Santa Fe,3.3,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
435,HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,large car,7,21.0,30.0,24.0,7,yes
436,HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,large car,7,21.0,31.0,25.0,7,yes
437,HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7,19.0,28.0,22.0,6,yes
438,HYUNDAI Tiburon,2.0,4,Auto-L4,2WD,Gasoline,small car,7,20.0,27.0,22.0,6,yes
439,HYUNDAI Tiburon,2.0,4,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
440,HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,small car,6,16.0,24.0,19.0,5,no
441,HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
442,HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
443,HYUNDAI Tucson,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,25.0,22.0,6,yes
444,HYUNDAI Tucson,2.0,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
445,HYUNDAI Tucson,2.0,4,Man-5,4WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
446,HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
447,HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,23.0,19.0,5,no
448,HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,23.0,18.0,5,no
449,HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,SUV,6,15.0,22.0,18.0,5,no
450,INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,SUV,6,15.0,22.0,18.0,5,no
451,INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
452,INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,SUV,6,13.0,17.0,14.0,2,no
453,INFINITI G35,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7,17.0,24.0,20.0,6,yes
454,INFINITI G35,3.5,6,Man-6,2WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
455,INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,17.0,23.0,19.0,5,no
456,INFINITI G37,3.7,6,Man-6,2WD,Gasoline,small car,7,17.0,26.0,20.0,6,yes
457,INFINITI G37,3.7,6,Auto-S5,2WD,Gasoline,small car,7,18.0,24.0,20.0,6,yes
458,INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,large car,6,16.0,23.0,19.0,5,no
459,INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,large car,6,16.0,22.0,18.0,5,no
460,INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,large car,6,16.0,21.0,18.0,5,no
461,INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,large car,6,14.0,20.0,16.0,4,no
462,INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
463,INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
464,JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,16.0,4,no
465,JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,14.0,19.0,16.0,4,no
466,JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
467,JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,14.0,2,no
468,JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
469,JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,17.0,14.0,2,no
470,JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7,23.0,28.0,25.0,7,yes
471,JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21.0,24.0,22.0,6,yes
472,JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7,22.0,27.0,24.0,7,yes
473,JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
474,JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,15.0,19.0,17.0,4,no
475,JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
476,JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
477,JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
478,JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
479,JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6,11.0,14.0,12.0,0,no
480,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
481,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
482,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
483,JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,SUV,6,16.0,22.0,19.0,5,no
484,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
485,JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
486,JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,SUV,7,23.0,28.0,25.0,7,yes
487,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,20.0,22.0,21.0,6,yes
