,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
459,KIA Sorento,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3,18.0,25.0,20.0,4,No
460,KIA Sorento,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3,17.0,23.0,19.0,3,No
461,KIA Sorento FE,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3,18.0,25.0,21.0,4,No
462,KIA Soul,1.6,4.0,AutoMan-7,2WD,Gasoline,station wagon,3,26.0,31.0,28.0,6,No
463,KIA Soul,1.6,4.0,Man-6,2WD,Gasoline,station wagon,3,24.0,30.0,27.0,6,No
464,KIA Soul,1.6,4.0,SemiAuto-6,2WD,Gasoline,station wagon,3,25.0,30.0,27.0,6,No
465,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,station wagon,7,25.0,30.0,27.0,6,No
466,KIA Soul,2.0,4.0,SemiAuto-6,2WD,Gasoline,station wagon,5,25.0,30.0,27.0,6,No
467,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,21.0,26.0,23.0,5,No
468,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,20.0,23.0,21.0,4,No
469,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,22.0,29.0,25.0,5,No
470,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,22.0,29.0,25.0,5,No
471,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,21.0,25.0,23.0,5,No
472,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,21.0,25.0,23.0,5,No
473,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,23.0,30.0,26.0,5,No
474,KIA Sportage FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,23.0,30.0,26.0,5,No
475,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,21.0,25.0,22.0,4,No
476,KIA Sportage FE,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,21.0,25.0,22.0,4,No
477,LAMBORGHINI Aventador Coupe,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,10.0,17.0,12.0,1,No
478,LAMBORGHINI Aventador Roadster,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,10.0,16.0,12.0,1,No
479,LAMBORGHINI Aventador S Coupe,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,10.0,17.0,12.0,1,No
480,LAMBORGHINI Aventador S Roadster,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,10.0,16.0,12.0,1,No
481,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Diesel,small SUV,1,26.0,30.0,28.0,5,No
482,LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,27.0,23.0,5,No
483,LAND ROVER Range Rover Velar,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,7,18.0,24.0,20.0,4,No
484,LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,3,15.0,18.0,16.0,2,No
485,LEXUS LC 500,5.0,8.0,SemiAuto-10,2WD,Gasoline,small car,5,16.0,26.0,19.0,3,No
486,LEXUS LC 500h,3.5,6.0,SCV-10,2WD,Gasoline,small car,7,26.0,35.0,30.0,7,Yes
487,LEXUS LX 570,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18.0,15.0,2,No
488,LINCOLN Continental,2.7,6.0,SemiAuto-6,2WD,Gasoline,large car,5,18.0,27.0,21.0,4,No
489,LINCOLN Continental,2.7,6.0,SemiAuto-6,4WD,Gasoline,large car,5,17.0,25.0,20.0,4,No
490,LINCOLN Continental,3.0,6.0,SemiAuto-6,4WD,Gasoline,large car,5,16.0,24.0,19.0,3,No
491,LINCOLN Continental,3.7,6.0,SemiAuto-6,2WD,Gasoline,large car,3,17.0,26.0,20.0,4,No
492,LINCOLN Continental,3.7,6.0,SemiAuto-6,4WD,Gasoline,large car,3,16.0,24.0,19.0,3,No
493,LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3,15.0,21.0,17.0,3,No
494,LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,standard SUV,3,16.0,24.0,19.0,3,No
495,LINCOLN MKT Livery,3.7,6.0,Auto-6,4WD,Gasoline,special purpose,3,16.0,23.0,18.0,3,No
496,MASERATI Ghibli,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,17.0,24.0,19.0,3,No
497,MASERATI Ghibli S,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,16.0,24.0,19.0,3,No
498,MASERATI Ghibli S Q4,3.0,6.0,Auto-8,4WD,Gasoline,midsize car,1,16.0,24.0,19.0,3,No
499,MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,small car,1,13.0,21.0,16.0,2,No
500,MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,small car,1,13.0,20.0,15.0,2,No
501,MASERATI Levante,3.0,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14.0,20.0,16.0,2,No
502,MASERATI Levante S,3.0,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14.0,19.0,16.0,2,No
503,MASERATI Quattroporte S,3.0,6.0,Auto-8,2WD,Gasoline,large car,1,16.0,23.0,18.0,3,No
504,MASERATI Quattroporte S Q4,3.0,6.0,Auto-8,4WD,Gasoline,large car,1,16.0,23.0,18.0,3,No
505,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,midsize car,7,27.0,37.0,31.0,7,Yes
506,MAZDA 3,2.0,4.0,Man-6,2WD,Gasoline,small car,7,28.0,38.0,31.0,7,Yes
507,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,28.0,37.0,32.0,7,Yes
508,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,28.0,37.0,31.0,7,Yes
509,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,26.0,35.0,30.0,7,Yes
510,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,small car,7,27.0,36.0,30.0,7,Yes
511,MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,29.0,34.0,31.0,7,Yes
512,MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,small car,3,27.0,32.0,29.0,6,No
513,MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,22.0,28.0,24.0,5,No
514,MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,20.0,26.0,23.0,5,No
515,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,17.0,22.0,19.0,3,No
516,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,17.0,23.0,19.0,3,No
517,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,18.0,24.0,20.0,4,No
518,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,17.0,22.0,19.0,3,No
519,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,17.0,23.0,19.0,3,No
520,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,small car,5,18.0,24.0,20.0,4,No
521,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,3,23.0,30.0,26.0,5,No
522,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,small car,3,16.0,22.0,18.0,3,No
523,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,midsize car,5,15.0,22.0,18.0,3,No
524,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,station wagon,5,16.0,22.0,18.0,3,No
525,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,station wagon,3,22.0,28.0,25.0,5,No
526,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,standard SUV,3,17.0,22.0,19.0,3,No
527,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,standard SUV,3,17.0,23.0,19.0,3,No
528,MERCEDES-BENZ AMG GLE63,5.5,8.0,Auto-7,4WD,Gasoline,standard SUV,3,14.0,18.0,15.0,2,No
529,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,standard SUV,3,14.0,18.0,15.0,2,No
530,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,standard SUV,3,14.0,18.0,15.0,2,No
531,MERCEDES-BENZ AMG GLS63,5.5,8.0,Auto-7,4WD,Gasoline,standard SUV,3,13.0,18.0,15.0,2,No
532,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,5,16.0,21.0,18.0,3,No
533,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,5,16.0,22.0,18.0,3,No
534,MERCEDES-BENZ AMG GT S,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,5,16.0,22.0,18.0,3,No
535,MERCEDES-BENZ AMG S63 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,17.0,26.0,20.0,4,No
536,MERCEDES-BENZ AMG SL63,5.5,8.0,Auto-7,2WD,Gasoline,small car,3,16.0,25.0,19.0,3,No
537,MERCEDES-BENZ AMG SL65,6.0,12.0,Auto-7,2WD,Gasoline,small car,3,13.0,22.0,16.0,2,No
538,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5,22.0,29.0,25.0,5,No
539,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5,22.0,30.0,25.0,5,No
540,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5,24.0,33.0,27.0,6,No
541,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,5,22.0,29.0,25.0,5,No
542,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,5,22.0,30.0,25.0,5,No
543,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,5,23.0,32.0,26.0,5,No
544,MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,small car,5,24.0,37.0,29.0,6,No
545,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,5,24.0,32.0,27.0,6,No
546,MERCEDES-BENZ CLS550,4.7,8.0,Auto-9,2WD,Gasoline,small car,3,18.0,26.0,21.0,4,No
547,MERCEDES-BENZ CLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,small car,3,17.0,25.0,20.0,4,No
548,MERCEDES-BENZ E300,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
549,MERCEDES-BENZ E300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
550,MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,station wagon,5,24.0,33.0,27.0,6,No
551,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small SUV,5,23.0,31.0,26.0,5,No
552,MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
553,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,21.0,28.0,24.0,5,No
554,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,22.0,27.0,24.0,5,No
555,MERCEDES-BENZ GLE350,3.5,6.0,Auto-7,2WD,Gasoline,standard SUV,3,18.0,23.0,20.0,4,No
556,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,standard SUV,3,18.0,22.0,19.0,3,No
557,MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,standard SUV,3,17.0,22.0,19.0,3,No
558,MERCEDES-BENZ GLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,standard SUV,3,14.0,19.0,16.0,2,No
559,MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,17.0,27.0,21.0,4,No
560,MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,16.0,25.0,19.0,3,No
561,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,small car,3,17.0,25.0,20.0,4,No
562,MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,small car,3,25.0,32.0,27.0,6,No
563,MINI Cooper Clubman,1.5,3.0,Man-6,2WD,Gasoline,midsize car,7,24.0,34.0,28.0,6,No
564,MINI Cooper Clubman,1.5,3.0,SemiAuto-6,2WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
565,MINI Cooper Clubman All4,1.5,3.0,Man-6,4WD,Gasoline,midsize car,3,22.0,32.0,26.0,5,No
566,MINI Cooper Clubman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23.0,31.0,26.0,5,No
567,MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,small car,7,28.0,37.0,32.0,7,Yes
568,MINI Cooper Convertible,1.5,3.0,SemiAuto-6,2WD,Gasoline,small car,7,27.0,35.0,30.0,7,Yes
569,MINI Cooper Countryman,1.5,3.0,Man-6,2WD,Gasoline,midsize car,3,24.0,34.0,28.0,6,No
570,MINI Cooper Countryman,1.5,3.0,SemiAuto-6,2WD,Gasoline,midsize car,3,24.0,32.0,27.0,6,No
571,MINI Cooper Countryman All4,1.5,3.0,Man-6,4WD,Gasoline,midsize car,3,22.0,32.0,26.0,5,No
572,MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23.0,30.0,25.0,5,No
573,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,small car,7,28.0,37.0,32.0,7,Yes
574,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,small car,7,28.0,38.0,32.0,7,Yes
575,MINI Cooper Hardtop,1.5,3.0,SemiAuto-6,2WD,Gasoline,small car,7,27.0,35.0,30.0,7,Yes
576,MINI Cooper S Clubman,2.0,4.0,Man-6,2WD,Gasoline,midsize car,7,22.0,31.0,25.0,5,No
577,MINI Cooper S Clubman,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,23.0,32.0,27.0,6,No
578,MINI Cooper S Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,midsize car,7,21.0,30.0,24.0,5,No
579,MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,22.0,31.0,26.0,5,No
580,MINI Cooper S Convertible,2.0,4.0,Man-6,2WD,Gasoline,small car,7,23.0,32.0,26.0,5,No
581,MINI Cooper S Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,25.0,33.0,28.0,6,No
582,MINI Cooper S Countryman,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,23.0,32.0,27.0,6,No
583,MINI Cooper S Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,midsize car,7,21.0,31.0,24.0,5,No
584,MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,22.0,31.0,26.0,5,No
585,MINI Cooper S Hardtop,2.0,4.0,Man-6,2WD,Gasoline,small car,7,23.0,32.0,26.0,5,No
586,MINI Cooper S Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,25.0,32.0,28.0,6,No
587,MINI JCW Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,midsize car,3,20.0,29.0,24.0,5,No
588,MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,22.0,30.0,25.0,5,No
589,MINI John Cooper Works Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,midsize car,3,21.0,31.0,24.0,5,No
590,MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23.0,31.0,26.0,5,No
591,MINI John Cooper Works Convertible,2.0,4.0,Man-6,2WD,Gasoline,small car,3,22.0,31.0,25.0,5,No
592,MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,25.0,33.0,28.0,6,No
593,MINI John Cooper Works Hardtop,2.0,4.0,Man-6,2WD,Gasoline,small car,3,23.0,32.0,26.0,5,No
594,MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,25.0,32.0,28.0,6,No
595,MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,small car,5,37.0,43.0,39.0,9,Yes
596,MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33.0,41.0,36.0,8,Yes
597,MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,small car,5,35.0,41.0,37.0,8,Yes
598,MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33.0,40.0,35.0,8,Yes
599,NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,small car,3,18.0,26.0,21.0,4,No
600,NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,19.0,26.0,22.0,4,No
601,NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,small car,3,17.0,24.0,20.0,4,No
602,NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,18.0,25.0,21.0,4,No
603,NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,standard SUV,3,14.0,19.0,16.0,2,No
604,NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,standard SUV,3,13.0,18.0,15.0,2,No
605,NISSAN Versa,1.6,4.0,Auto-4,2WD,Gasoline,small car,3,26.0,35.0,29.0,6,No
606,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,small car,3,31.0,39.0,34.0,8,Yes
607,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,small car,5,31.0,39.0,34.0,8,Yes
608,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,small car,3,27.0,36.0,30.0,7,Yes
609,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,small car,5,27.0,36.0,30.0,7,Yes
610,PORSCHE 911 Carrera,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,22.0,30.0,25.0,5,No
611,PORSCHE 911 Carrera,3.0,6.0,Man-7,2WD,Gasoline,small car,1,20.0,29.0,23.0,5,No
612,PORSCHE 911 Carrera 4,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,22.0,28.0,24.0,5,No
613,PORSCHE 911 Carrera 4,3.0,6.0,Man-7,4WD,Gasoline,small car,1,20.0,28.0,23.0,5,No
614,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,21.0,28.0,24.0,5,No
615,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,small car,1,19.0,28.0,22.0,4,No
616,PORSCHE 911 Carrera 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,20.0,26.0,22.0,4,No
617,PORSCHE 911 Carrera 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,small car,1,18.0,26.0,21.0,4,No
618,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,20.0,25.0,22.0,4,No
619,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,small car,1,18.0,26.0,21.0,4,No
620,PORSCHE 911 Carrera 4S,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,21.0,28.0,24.0,5,No
621,PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,small car,1,20.0,28.0,23.0,5,No
622,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,21.0,28.0,24.0,5,No
623,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,small car,1,19.0,28.0,22.0,4,No
624,PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,22.0,28.0,24.0,5,No
625,PORSCHE 911 Carrera Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,small car,1,20.0,29.0,23.0,5,No
626,PORSCHE 911 Carrera GTS,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,20.0,26.0,23.0,5,No
627,PORSCHE 911 Carrera GTS,3.0,6.0,Man-7,2WD,Gasoline,small car,1,18.0,26.0,21.0,4,No
628,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,20.0,26.0,22.0,4,No
629,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,small car,1,18.0,26.0,21.0,4,No
630,PORSCHE 911 Carrera S,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,22.0,28.0,24.0,5,No
631,PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,small car,1,20.0,29.0,23.0,5,No
632,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,small car,1,22.0,28.0,24.0,5,No
633,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,small car,1,20.0,28.0,23.0,5,No
634,PORSCHE 911 Targa 4,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,22.0,28.0,24.0,5,No
635,PORSCHE 911 Targa 4,3.0,6.0,Man-7,4WD,Gasoline,small car,1,19.0,28.0,22.0,4,No
636,PORSCHE 911 Targa 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,20.0,26.0,22.0,4,No
637,PORSCHE 911 Targa 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,small car,1,18.0,26.0,21.0,4,No
638,PORSCHE 911 Targa 4S,3.0,6.0,AMS-7,4WD,Gasoline,small car,1,21.0,27.0,24.0,5,No
639,PORSCHE 911 Targa 4S,3.0,6.0,Man-7,4WD,Gasoline,small car,1,19.0,28.0,22.0,4,No
640,PORSCHE 911 Turbo,3.8,6.0,AMS-7,4WD,Gasoline,small car,1,19.0,24.0,21.0,4,No
641,PORSCHE 911 Turbo Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,small car,1,19.0,24.0,21.0,4,No
642,PORSCHE 911 Turbo S,3.8,6.0,AMS-7,4WD,Gasoline,small car,1,19.0,24.0,21.0,4,No
643,PORSCHE 911 Turbo S Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,small car,1,19.0,24.0,21.0,4,No
644,PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,small car,3,22.0,29.0,25.0,5,No
645,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,small car,3,21.0,28.0,24.0,5,No
646,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,small car,3,21.0,28.0,24.0,5,No
647,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,small car,3,20.0,26.0,22.0,4,No
648,PORSCHE Cayenne GTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16.0,23.0,19.0,3,No
649,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,17.0,24.0,20.0,4,No
650,PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,small SUV,3,20.0,25.0,22.0,4,No
651,PORSCHE Macan GTS,3.0,6.0,AMS-7,4WD,Gasoline,small SUV,3,17.0,23.0,19.0,3,No
652,PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,small SUV,3,17.0,23.0,19.0,3,No
653,PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,large car,5,21.0,28.0,24.0,5,No
654,PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,21.0,27.0,23.0,5,No
655,PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,21.0,27.0,23.0,5,No
656,PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,21.0,28.0,23.0,5,No
657,PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,21.0,28.0,23.0,5,No
658,PORSCHE Panamera Turbo,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18.0,25.0,21.0,4,No
659,PORSCHE Panamera Turbo Executive,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18.0,25.0,21.0,4,No
660,RAM 1500,5.7,8.0,Auto-6,4WD,Gasoline,pickup,3,13.0,18.0,14.0,1,No
661,RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,15.0,22.0,17.0,3,No
662,RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,21.0,17.0,3,No
663,RAM Promaster City,2.4,4.0,Auto-9,2WD,Gasoline,special purpose,3,21.0,28.0,24.0,5,No
664,SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,small SUV,7,23.0,29.0,25.0,5,No
665,SUBARU Crosstrek,2.0,4.0,SCV-7,4WD,Gasoline,small SUV,7,27.0,33.0,29.0,6,No
666,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1,23.0,27.0,25.0,5,No
667,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7,22.0,28.0,24.0,5,No
668,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,26.0,32.0,28.0,6,No
669,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,24.0,32.0,27.0,6,No
670,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24.0,31.0,26.0,5,No
671,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28.0,38.0,32.0,7,Yes
672,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28.0,37.0,31.0,7,Yes
673,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,23.0,31.0,26.0,5,No
674,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,22.0,30.0,25.0,5,No
675,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,27.0,36.0,30.0,7,Yes
676,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,27.0,35.0,30.0,7,Yes
677,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7,25.0,34.0,29.0,6,No
678,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3,20.0,28.0,23.0,5,No
